bibtex_key,title,selection_criteria,status,comments
hutchison_speeding_2013,Speeding {Up} {Galois} {Field} {Arithmetic} on {Intel} {MIC} {Architecture},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
magoutis_distributed_2014,Distributed {Exact} {Deduplication} for {Primary} {Storage} {Infrastructures},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_investigating_2014,Investigating the {Integration} of {Supercomputers} and {Data}-{Warehouse} {Appliances},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
lopes_novel_2014,A {Novel} {Approach} for {Performance} {Characterization} of {IaaS} {Clouds},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_efficient_2013,Efficient {Node} {Bootstrapping} for {Decentralised} {Shared}-{Nothing} {Key}-{Value} {Stores},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
taufer_parallel_2016,Parallel {I}/{O} {Architecture} {Modelling} {Based} on {File} {System} {Counters},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
murgante_content-based_2013,Content-{Based} {Chunk} {Placement} {Scheme} for {Decentralized} {Deduplication} on {Distributed} {File} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_g-paradex:_2013,G-{Paradex}: {GPU}-{Based} {Parallel} {Indexing} for {Fast} {Data} {Deduplication},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_data_2010,"Data {Structures}: {Time}, {I}/{Os}, {Entropy}, {Joules}!",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_bw-dcache:_2010,"{BW}-{DCache}: {An} {Inexpensive}, {Effective} and {Reliable} {Cache} {Solution} in a {SAN} {File} {System}",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
korakis_storage_2012,Storage {Deduplication} and {Management} for {Application} {Testing} over a {Virtual} {Network} {Testbed},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
sun_hmfs:_2014,Hmfs: {Efficient} {Support} of {Small} {Files} {Processing} over {HDFS},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(Hmfs)]-[File System(HDFS)[HDFS]]-[HDD]
[data management]-[N]-[specific]"
cuzzocrea_olap*:_2013,{OLAP}*: {Effectively} and {Efficiently} {Supporting} {Parallel} {OLAP} over {Big} {Data},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
taufer_extreme-scale_2016,Extreme-{Scale} {In} {Situ} {Visualization} of {Turbulent} {Flows} on {IBM} {Blue} {Gene}/{Q} {JUQUEEN},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kim_self-tuning_2017,Self-tuning {Filers} — {Overload} {Prediction} and {Preventive} {Tuning} {Using} {Pruned} {Random} {Forest},The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[I/O?]"
hutchison_hpc_2012,{HPC} {File} {Systems} in {Wide} {Area} {Networks}: {Understanding} the {Performance} of {Lustre} over {WAN},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_adapting_2012,Adapting the {B} + -tree for {Asymmetric} {I}/{O},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_scalability_2012,Scalability of {Replicated} {Metadata} {Services} in {Distributed} {File} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kirikova_efficient_2017,Efficient {Data} {Management} for {Putting} {Forward} {Data} {Centric} {Sciences},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
kunkel_predicting_2015,Predicting {Performance} of {Non}-contiguous {I}/{O} with {Machine} {Learning},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
gupta_middleware_2010,Middleware for a {Re}-configurable {Distributed} {Archival} {Store} {Based} on {Secret} {Sharing},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
bridge_scoring_2017,Scoring {Cloud} {Services} {Through} {Digital} {Ecosystem} {Community} {Analysis},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
winslett_data_2009,Data {Parallel} {Bin}-{Based} {Indexing} for {Answering} {Queries} on {Multi}-core {Architectures},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
wang_dynamic_2015,A {Dynamic} {Extension} and {Data} {Migration} {Method} {Based} on {PVFS},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
meersman_efficient_2011,Efficient {RDFS} {Entailment} in {External} {Memory},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[three physical indexing methods]-[database(Berkeley DB)[Berkeley DB]]-[HDD]
[tree]-[N]-[PoweRGen benchmark&specific]"
kunkel_piom-px:_2017,{PIOM}-{PX}: {A} {Framework} for {Modeling} the {I}/{O} {Behavior} of {Parallel} {Scientific} {Applications},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yu_database_2011,"Database {Scalability}, {Elasticity}, and {Autonomy} in the {Cloud}",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
allen_asynchronous_2009,An {Asynchronous} {Parallelized} and {Scalable} {Image} {Resampling} {Algorithm} with {Parallel} {I}/{O},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
chow_mobihydra:_2014,{MobiHydra}: {Pragmatic} and {Multi}-level {Plausibly} {Deniable} {Encryption} {Storage} for {Mobile} {Devices},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_database_2009,Database {Are} {Not} {Toasters}: {A} {Framework} for {Comparing} {Data} {Warehouse} {Appliances},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_specification_2012,Specification and {Performance} {Evaluation} of {Parallel} {I}/{O} {Interfaces} for {OpenMP},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
blanas_dbms_2017,{DBMS} {Data} {Loading}: {An} {Analysis} on {Modern} {Hardware},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
kunkel_best_2015,A {Best} {Practice} {Analysis} of {HDF} \$\$5\$\$ 5 and {NetCDF}- \$\$4\$\$ 4 {Using} {Lustre},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_parallel_2015,Parallel {Kirchhoff} {Pre}-{Stack} {Depth} {Migration} on {Large} {High} {Performance} {Clusters},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
Gim:2015:SSS:2747982.2631922,SmartCon: SmartCon: Smart Context Switching for Fast Storage Devices,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(SmartCon)]-[SSD[O.S.(Linux)][rd(nfRAMDISK_RevoDriveOCZ_IntelSSD)]]-[HDD&SSD&Cache]
[context switch]-[Y]-[IOZone&Postmark&Filebench]"
AlAssaf:2018:IPD:3200212.3200220,Informed Prefetching for Distributed Multi-Level Storage Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(IPODS)]-[Storage Systems[Storage Systems(storage system)][rsee(1n)]]-[HDD&SSD&Memory&Cache]
[Prefetching]-[N]-[RamSpeed]"
Klonatos:2012:TOS:2180905.2180906,Transparent Online Storage Compression at the Block-Level,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ZBD)]-[Storage Systems[O.S.(Linux)][rsee(1s)]]-[HDD&SSD]
[block-level compression]-[Y]-[PostMark&SPECsfs2008&TPC(TPC-C&TPC-H)]"
Mao:2018:ISP:3196571.3196659,Improving the SSD Performance by Exploiting Request Characteristics and Internal Parallelism,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(Amphibian)]-[SSD[O.S.(Linux)][rd(IntelSSD_IntelSSD_IntelSSD)]]-[SSD]
[time requests ]-[N]-[RAIDmeter&Postmark&SPC(Financial1&Financial2)&MSR(web1&web2&web3&proj_2&prxy_1&usr_1))]"
Lee:2012:BMD:2381056.2381080,Benchmarking and Modeling Disk-based Storage Tiers for Practical Storage Design,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
Strunk:2012:HAC:2421648.2421656,Hybrid Aggregates: Combining SSDs and HDDs in a Single Storage Pool,ARCHITECTURE,Accepted,"[This paper describes the implementation of the Hybrid Aggregates prototype]-[(Storage System)[rsee(14d)]]-[HDD&SSD]
[storage]-[N]-[SPC]"
Gharaibeh:2009:EDR:1551609.1551643,Exploring Data Reliability Tradeoffs in Replicated Storage Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
Duro:2013:HPS:2488551.2488598,A Hierarchical Parallel Storage System Based on Distributed Memory for Large Scale Systems,ARCHITECTURE,Accepted,"[(MemcacheFS)]-[(Storage System)[rsee(4n)]]-[Cache]
[I/O latency]-[N]-[IOR]"
Hwang:2015:TLN:2742854.2742892,Two-level Logging with Non-volatile Byte-addressable Memory in Log-structured File Systems,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[Two-level logging scheme]-[Xilinx Zynq[File System(F2FS)][rd(XilinxFPGA)]]-[PRAM&Flash]
[logging scheme]-[N]-[Mobibench&Filebench]"
Jo:2009:SVD:1884795.1884839,SSD-HDD-hybrid Virtual Disk in Consolidated Environments,ARCHITECTURE,Accepted,"[(HVD)]-[(cloud)[ssee(Xen)]]-[HDD&SSD]
[storage system]-[N]-[sysbench&bootingOfVMs&OLTP&decompression&dataWriting]"
Zhang:2009:MRC:1586640.1587623,Making Resonance a Common Case: A High-performance Implementation of Collective I/O on Parallel File Systems,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(resonant I/O)]-[Applications(ROMIO)[ROMIO]]-[HDD]
[collective I/O ]-[N]-[coll_perf&mpi(mpi-io-test)&ior&noncontig&HPIO]"
Li:2016:CID:2930583.2930606,CacheDedup: In-line Deduplication for Flash Caching,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(CacheDedup)]-[Storage Systems[O.S.(Linux)][rsee(1s)]]-[Flash]
[deduplication]-[N]-[Fio(WebVM&Homes&Mail&Hadoop)]"
Zhang:2009:MRA:1519065.1519075,Memory Resource Allocation for File System Prefetching: From a Supply Chain Management Perspective,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[SCM policies]-[Storage Systems[O.S.(Linux)][rsee(1s)]]-[HDD]
[prefetching performance]-[Y]-[TPC(TPC-H)&cp&scp&web_server&SPC2-VOD-like]"
Li:2013:SML:2465529.2465546,"Stochastic Modeling of Large-scale Solid-state Storage Systems: Analysis, Design Tradeoffs and Optimization",S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(RGA)]-[SSD[SSD-Component(SSD)][sd(DiskSim)]]-[SSD]
[Garbage Collection algorithm]-[N]-[SPC(Financial1)&blktrace(Webmail&Online&Online+Webmail)]"
Hardock:2017:IUI:3035918.3035958,From In-Place Updates to In-Place Appends: Revisiting Out-of-Place Updates on Flash,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(In-Place Appends)]-[SSD[Applications(Shore-MT)][rd(OpenSSD)]]-[SSD]
[Out-of-Place Updates]-[N]-[TPC(TPC-B&TPC-C)&LinkBench&TATP]"
Ghoshal:2017:MMD:3078597.3078611,MaDaTS: Managing Data on Tiered Storage for Scientific Workflows,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
He:2011:PFR:2159352.2159363,Pattern-aware File Reorganization in MPI-IO,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[method of reorganizing files]-[File system(PVFS2)[nf]]-[HDD&SSD]
[File Reorganization]-[N]-[IOR&Mpi(Mpi-tile-io)]"
Tang:2015:MMC:2923958.2924534,MICS: Mingling Chained Storage Combining Replication and Erasure Coding,ARCHITECTURE,Accepted,"[(MICS)]-[(cloud)[rsee(6s)]]-[Memory]
[N-way Replication&Erasure Coding]-[N]-[specific]"
Gulati:2011:POS:2038916.2038935,Pesto: Online Storage Performance Management in Virtualized Datacenters,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
Zhang:2013:IIU:2510661.2511353,iBridge: Improving Unaligned Parallel File Access with Solid-State Drives,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(iBridge)]-[Storage Systems[File system(PVFS)][rhee(Darwin Cluster LANL)]]-[SSD]
[data access]-[N]-[ior&mpi(mpi-io-test)&BTIO&ALEGRA&CTH& S3D]"
Chen:2016:IIO:3008024.2950059,Image-Content-Aware I/O Optimization for Mobile Virtualization,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[mobile?]
Shin:2011:RBI:1970348.1970349,Request Bridging and Interleaving: Improving the Performance of Small Synchronous Updates Under Seek-Optimizing Disk Subsystems,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(UNSEAL)]-[HDD[O.S.(Linux)][rd(SeagateHDD_SeagateHDD)]]-[HDD]
[request interleaving]-[N]-[Bonnie++&IOzone&Postmark&Filebench&TPC(TPC-C)]"
Kim:2016:IIP:2851613.2851739,Improving I/O Performance of NVMe SSD on Virtual Machines,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[three optimization techniques]-[SSD[applications(KVM/QEMU)][rd(SamsungSSD]]-[SSD]
[I/O path optimizations]-[N]-[FIO]"
Ren:2013:DPE:2503210.2503260,Design and Performance Evaluation of NUMA-aware RDMA-based End-to-end Data Transfer Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
Luo:2014:FDS:2628194.2628254,A Fragmented Data-declustering Strategy for High Skew Tolerance and Efficient Failure Recovery,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
20173804193667,ACStor: Optimizing Access Performance of Virtual Disk Images in Clouds,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8026870,Performance Optimization of In-Memory File System in Distributed Storage System,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7208293,Reducing CPU and network overhead for small I/O requests in network storage protocols over raw Ethernet,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6691700,Virtualization I/O optimization based on shared memory,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7336416,DEFIO: A Software Defined Storage Network Architecture in HPC Environments,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7740885,Leveraging Adaptive I/O to Optimize Collective Data Shuffling Patterns for Big Data Analytics,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7774584,I/O Scheduling Schemes for Better I/O Proportionality on Flash-Based SSDs,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(A+CFQ)&(H+BFQ)]-[SSD[O.S.(Linux)][sd(nf)]]-[SSD]
[I/O schedulers]-[N]-[YCSB(YCSB-A&YCSB-D)&FIO&MSR(Prj&Prn&MSN)]"
5455783,Performance Prediction of Distributed RAID Storage System,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7501824,Durable Address Translation in PCM-Based Flash Storage Systems,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(PCM-FTL)]-[PCM[simulator(FlashSim)][sd(FlashSim)]-[DRAM&PCM]
[write management]-[N]-[IOMeter&Diskmon(CopyFiles&DownFiles&Office&P2P)&Android(DailyUse&Internet&SQLite&Office)]"
7152541,Optimize Parallel Data Access in Big Data Processing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8100898,Selective I/O Bypass and Load Balancing Method for Write-Through SSD Caching in Big Data Analytics,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(SIB)]-[SSD[O.S.(Linux)][rd(nfHDD_nfSSD)]]-[HDD&SSD]
[caching]-[N]-[TPC(TPC-H)&TeraSort]"
8291916,Boosting Disk Performance by Compressing On-board Disk Cache,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[on-board disk cache mechanism]-[HDD[simulator(DiskSim)][sd(DiskSim)]]-[HDD]
[caching]-[N]-[disksim workload]"
8071060,MPI Process and Network Device Affinitization for Optimal HPC Application Performance,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8259455,GFlink: An In-Memory Computing Architecture on Heterogeneous CPU-GPU Clusters for Big Data,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
5088930,DigestJoin: Exploiting Fast Random Reads for Flash-Based Joins,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(DigestJoin)]-[database(exp. db)[experimental database]]-[Flash]
[database method]-[N]-[TPC(TPC-H)]"
7979997,High-Performance and Resilient Key-Value Store with Online Erasure Coding for Big Data Workloads,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[Proposed Key-Value Store Framework]-[HPC[File System(Memcached)][rsee(17n&15n&20n)]-[Memory]
[caching&memory management]-[N]-[TestDFSIO&YCSB(YCSB)]"
7091937,Design and Implementation of a Hybrid Shingled Write Disk System,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HWSR)]-[Storage Systems[O.S.(Linux)][rsee(1n)]]-[HDD&SSD&DRAM]
[cache management]-[N]-[SysBench&Postmark&TPC(TPC-C)&SPC(Financial1&Financial2)&MSR(mds0&mds1&prn0&prn1&proj0&proj1&usr0&usr1&prxy0&wdev0)]"
8368425,Portable Topology-Aware MPI-I/O,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8167759,TraceTracker: Hardware/software co-evaluation for large-scale I/O workload reconstruction,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7384316,In-memory Query System for Scientific Dataseis,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7847062,Leveraging Page-Level Compression in MySQL - A Practice at Baidu,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(lz4hc)]-[database(MySQL)[MySQL]]-[HDD&SSD]
[data managemetn]-[N]-[sysbench]"
5677910,XenMVM: Exploring Potential Performance of Multi-Core System in Virtual Machine Environment,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(XenMVM)&(ULAS)]-[Storage Systems[Virtualization(Xen)][rsee(1m)]]-[Cache]
[Scheduling]-[N]-[NAS-NPB]"
6589322,HCCache: A Hybrid Client-Side Cache Management Scheme for I/O-intensive Workloads in Network-Based File Systems,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(HCCache)]-[File system(PFSsim)[simulator(PFSsim)]]-[Cache]
[caching]-[N]-[httpd]"
6961240,Reducing Data Copies between GPUs and NICs,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
6468540,Data-intensive spatial filtering in large numerical simulation datasets,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8425235,GPU-Accelerated Large-Scale Genome Assembly,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8807056,H-ORAM: A Cacheable ORAM Interface for Efficient 1/O Accesses,the paper is not a primary study,Rejected,
6008590,DiscPOP: Power-aware buffer management for disk accesses,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5545009,Code-M: A non-MDS erasure code scheme to support fast recovery from up to two-disk failures in storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7084523,Multithreaded implementation of data intensive applications with overlapped I/O and computation,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7255219,Reevaluation of programmed I/O with write-combining buffers to improve I/O performance on cluster systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(kPIO+WC)]-[Cluster[general-hardware(Xilinx Virtex5)][rsee(1m)]]-[memory]
[memory concerning]-[N]-[ICMP/IP&iperf]"
7377108,A Real-Time Flash Translation Layer for NAND Flash Memory Storage Systems,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(RFTL)]-[SSD[simulator(built simulator)][sd(built simulator)]]-[SSD]
[garbage collector]-[N]-[Multimedia&SPC(Financial)]"
7016281,HPIS3: Towards a High-Performance Simulator for Hybrid Parallel I/O and Storage Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[simulator?]
7774567,Stochastic Modeling of Hybrid Cache Systems,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[PCM]-[Storage Systems[Storage System][ssee(DRAMSim2)]]-[DRAM&PCM]
[caching]-[N]-[specific]"
8855298,Towards Adaptive Replication for Hot/Cold Blocks in HDFS using MemCached,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[algrorithm caching strategy MemCached]-[File System(HDFS)[HDFS]]-[Memory]
[caching]-[N]-[BigDataBench]"
8567374,SPDK Vhost-NVMe: Accelerating I/Os in Virtual Machines on NVMe SSDs via User Space Vhost Target,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(SPDK-vhost-NVMe)]-[Virtual Machine(KVM)[KVM]]-[SSD]
[vm concerning]-[N]-[Fio&RocksDB&Perf]"
8374531,pWebDAV: A Multi-Tier Storage System,ARCHITECTURE,Accepted,"[(pWebDAV)]-[(Storage System)[rhee(A.R.I.S HPC 532n)]]-[HDD]
[storage system]-[N]-[specific]"
8035146,Evaluating a Data-Aware Scheduling Approach to Reduce Processing Costs of DMCF Workflows,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5723774,1-Tbyte/s 1-Gbit DRAM Architecture Using 3-D Interconnect for High-Throughput Computing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7904283,StackAct: Performance Evaluation in an IaaS Cloud Multilayer,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
8026873,Rack Level Scheduling for Containerized Workloads,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[rack-level scheduling algorithm]-[cloud[Storage Systems(storage system)][rsee(4s)]]-[SSD]
[scheduling]-[N]-[YCSB(YCSB)]"
8241103,SPDK: A Development Kit to Build High Performance Storage Applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
CUI2019101685,Leveraging Partial-Refresh for Performance and Lifetime Improvement of 3D NAND Flash Memory in Cyber-Physical Systems,the paper is not a primary study,Rejected,"
"
TSAKALOZOS2009274,Adaptive disk scheduling with workload-dependent anticipation intervals,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
BUX20101172,Performance of greedy garbage collection in flash-based solid-state drives,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
KASHIYAMA20112166,I/O-Performance Prediction Method for Mission-critical Grid-batch Processing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
KIM201286,ARC-H: Adaptive replacement cache management for heterogeneous storage devices,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ARC-H)]-[Storage Systems[simulator(built simulator)][ssee(built simulator)]]-[HDD&Flash&cache]
[caching]-[N]-[PDA&PMP]"
ACEVEDO201751,A Critical Path File Location (CPFL) algorithm for data-aware multiworkflow scheduling on HPC clusters,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(CPFL)]-[HPC[simulator(WorkflowSim)][ssee(WorkflowSim)]]-[HDD]
[scheduler&data management]-[N]-[Montage&Epigenomics&specific]"
LI201741,Analysis of NUMA effects in modern multicore systems for the design of high-performance data transfer applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
Zhou2018,Attributed consistent hashing for heterogeneous storage systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(attributedCH)]-[cloud[Applications(Sheepdog)][rsee(1c30n)]]-[HDD&SSD]
[hashing]-[N]-[not found]"
xiao_p3stor:_2011,"P3Stor: {A} parallel, durable flash-based {SSD} for enterprise-scale storage systems",ARCHITECTURE,Accepted,"[(P3Stor)]-[(Storage System)[ssee(FlashSim)]]-[SSD]
[architecture]-[N]-[SPC(Web1&Web2&Financial1&Financial2)&specificPC(ftp&email&VMware&databases&texteditor)]"
koukis_gmblock:_2010,{GMBlock}: {Optimizing} data movement in a block-level storage sharing system over {Myrinet},ARCHITECTURE,Accepted,"[(GMBlock)]-[(Storage System)[rsee(2s)]]-[HDD&RAM&SRAM]
[architecture]-[N]-[IOzone&mpi(MPI-Tile&MPI-IO)&specific]"
fu_cowcache:_2019,{COWCache}: effective flash caching for {Copy}-on-{Write} virtual disks,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(COWCache)]-[cloud[Virtualization(QEMU)][rsee(1m)]]-[HDD]
[caching&virtualization]-[N]-[FIO&YCSB(YCSB)&Filebench(Varmail|&Fileserver)&MSR(hm_0&mds_0&prn_0&proj_0&proxy_0&rsrch_0&stg_0&ts_0&usr_0&wdev_0)&specific]"
sun_exploring_2014,Exploring optimal combination of a file system and an {I}/{O} scheduler for underlying solid state disks,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[I/O scheduler]-[SSD[nf(not found)][rd(IntelSSD_XilinxSSD_ToshibaSSD_nfDRAM)]]-[SSD&DRAM]
[scheduler&FileSystem]-[Y]-[Filebench(varmail&fileserver&webserver)]"
xu_trading_2011,Trading {Memory} for {Performance} and {Energy},ARCHITECTURE,Accepted,"[three-layer database storage system]-[(Storage System)[rsee(1m)]]-[HDD&SSD&DRAM]
[caching]-[Y]-[TPC(TPC-E&TPC-C&TPC-H)]"
carretero_i/o-focused_2016,I/{O}-{Focused} {Cost} {Model} for the {Exploitation} of {Public} {Cloud} {Resources} in {Data}-{Intensive} {Workflows},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
vaidya_h$$^2$$-raid:_2018,H\$\${\textasciicircum}\{2\}\$\$-{RAID}: {A} {Novel} {Hybrid} {RAID} {Architecture} {Towards} {High} {Reliability},ARCHITECTURE,Accepted,"[(H2-RAID)]-[(Storage System)[ssee(Disksim-mv)]]-[HDD&SSD]
[hardware concerning]-[N]-[UMass]"
wong_scm-bsim:_2013,{SCM}-{BSIM}: {A} {Non}-{Volatile} {Memory} {Simulator} {Based} on {BOCHS},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
al_assaf_eco-storage:_2013,Eco-{Storage}: {A} {Hybrid} {Storage} {System} with {Energy}-{Efficient} {Informed} {Prefetching},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(Eco-Storage)]-[Storage systems[Storage Systems(storage system)][rsee(2m)]]-[HDD&SSD]
[prefetching]-[Y]-[specific]"
roumelis_parallel_2019,Parallel processing of spatial batch-queries using \$\$\{{\textbackslash}text \{{xBR}\}\}{\textasciicircum}+\$\${xBR}+-trees in solid-state drives,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(xBR+-tree)]-[SSD[nf(not found)][rd(SeagateHDD_SamsungSSD)]]-[SSD]
[tree]-[N]-[NArdN]"
sun_workload-aware_2017,Workload-{Aware} {Page}-{Level} {Flash} {Translation} {Layer} for {NAND} {Flash}-{Based} {Storage} {Systems},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(WPFTL)]-[Storage Systems[simulator(FlashSim)][ssee(FlashSim)]]-[Flash&RAM]
[FTL]-[N]-[SPC(Financial1&Financial2&Web1&Web2)&DiskSim(Syn1&Syn2)]"
hutchison_rebasing_2014,Rebasing {I}/{O} for {Scientific} {Computing}: {Leveraging} {Storage} {Class} {Memory} in an {IBM} {BlueGene}/{Q} {Supercomputer},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(DSA)]-[HPC[Framework(OFED RDMA)][rhee(IBM BlueGene/Q)]]-[SCM]
[hardware concerning]-[N]-[IOR&dsa bench&HDF5 bench&specific]"
singh_-memory-based_2017,An {In}-{Memory}-{Based} {Big} {Data} {Analytics} with {Two}-{Level} {Storage} on {Private} {Cloud},ARCHITECTURE,Accepted,"[system design which involves two-tier storage architecture HDFS and tachyon]-[(Big data)[rsee(5n)]]-[Memory]
[Framework]-[N]-[specific]"
